time,x,y,z,qw,qx,qy,qz,raw_roll,raw_pitch,raw_yaw,unwrapped_roll,unwrapped_pitch,unwrapped_yaw
3.875691,0.004042,-0.013185,-0.014758,0.049931,-0.031605,0.998252,-0.000814,-179.72468088293917,5.718209456765629,-176.3594523174409,-179.72468088293917,5.718209456765629,-176.3594523174409
3.879684,0.004013,-0.013234,-0.014774,0.050836,-0.03178,0.998201,-0.000536,-179.75227987989268,5.822963380628691,-176.34034937464483,-179.75227987989268,5.822963380628691,-176.34034937464483
3.885676,0.003961,-0.013334,-0.014796,0.052659,-0.032126,0.998096,-1.3e-05,-179.80356759443123,6.033886685755374,-176.30253150223467,-179.80356759443123,6.033886685755374,-176.30253150223467
3.891699,0.003706,-0.012883,-0.01496,0.053617,-0.032821,0.998022,-0.000235,-179.77014984726534,6.142779963221508,-176.2205607917052,-179.77014984726534,6.142779963221508,-176.2205607917052
3.893734,0.003678,-0.012924,-0.014964,0.054642,-0.032996,0.997961,4.2e-05,-179.79698699683885,6.261358727339905,-176.201489922888,-179.79698699683885,6.261358727339905,-176.201489922888
3.897695,0.003651,-0.012965,-0.014963,0.055705,-0.033172,0.997896,0.000353,-179.82754834450614,6.384438008547889,-176.1825381916056,-179.82754834450614,6.384438008547889,-176.1825381916056
3.903722,0.003628,-0.013007,-0.014958,0.056797,-0.033346,0.997828,0.000686,-179.86050797038632,6.51094583621709,-176.16399886928141,-179.86050797038632,6.51094583621709,-176.16399886928141
3.905657,0.003607,-0.013049,-0.014945,0.057914,-0.033509,0.997758,0.001058,-179.89789985171493,6.64049556515359,-176.14704207127429,-179.89789985171493,6.64049556515359,-176.14704207127429
3.915713,0.003324,-0.013111,-0.015154,0.059896,-0.033445,0.997641,0.002661,179.92480303394126,6.874062181624902,-176.16438036815347,-180.07519696605874,6.874062181624902,-176.16438036815347
3.919706,0.003306,-0.01316,-0.015134,0.061038,-0.033561,0.997566,0.003122,179.8769370414008,7.006873983082328,-176.15379556545935,-180.1230629585992,7.006873983082328,-176.15379556545935
3.921674,0.003291,-0.013209,-0.015107,0.062187,-0.033671,0.99749,0.003613,179.82561025923326,7.140629576080926,-176.14422899330899,-180.17438974076674,7.140629576080926,-176.14422899330899
3.927721,0.00328,-0.013258,-0.015076,0.063339,-0.033771,0.997412,0.004137,179.77042679430863,7.274871636359938,-176.13616349315245,-180.22957320569137,7.274871636359938,-176.13616349315245
3.931708,0.003001,-0.013694,-0.015193,0.064722,-0.033886,0.997317,0.004595,179.72385997187814,7.435390842805573,-176.12594236509028,-180.27614002812186,7.435390842805573,-176.12594236509028
3.933737,0.002986,-0.013749,-0.015156,0.065854,-0.033961,0.997238,0.005162,179.66345964556334,7.567541386403758,-176.12134389712597,-180.33654035443666,7.567541386403758,-176.12134389712597
