time,x,y,z,qw,qx,qy,qz,raw_roll,raw_pitch,raw_yaw,unwrapped_roll,unwrapped_pitch,unwrapped_yaw
5.431527,0.003215,-0.000743,0.024167,-0.026235,0.006071,0.998492,-0.04785,-174.490950498733,-2.9698171326241343,179.16035587256036,-174.490950498733,-2.9698171326241343,179.16035587256036
5.439511,0.002397,-0.001023,0.02377,-0.026465,0.003151,0.998447,-0.04893,-174.37541109868874,-3.01167498626836,179.49038475730077,-174.37541109868874,-3.01167498626836,179.49038475730077
5.443569,0.002009,-0.001152,0.023629,-0.026615,0.001467,0.998412,-0.049629,-174.3000983078908,-3.0380917105401264,179.68034903937138,-174.3000983078908,-3.0380917105401264,179.68034903937138
5.44951,0.001236,-0.001429,0.02336,-0.026823,-0.001862,0.998339,-0.050951,-174.15831856590867,-3.080939913007302,-179.94351077992522,-174.15831856590867,-3.080939913007302,180.05648922007478
5.455546,0.000779,-0.001585,0.023039,-0.026682,-0.003144,0.998314,-0.051455,-174.104391063487,-3.0723871804773037,-179.79736529683402,-174.104391063487,-3.0723871804773037,180.20263470316598
5.459567,0.000399,-0.001739,0.022911,-0.026664,-0.004754,0.998279,-0.052019,-174.04454677025245,-3.0800323913347833,-179.6145524261811,-174.04454677025245,-3.0800323913347833,180.3854475738189
5.467557,-0.000343,-0.002063,0.022678,-0.026541,-0.007889,0.998208,-0.053044,-173.93640022420718,-3.0853678244156484,-179.25783664063638,-173.93640022420718,-3.0853678244156484,180.74216335936362
5.471528,-0.000705,-0.002234,0.022574,-0.026423,-0.00941,0.998174,-0.05349,-173.88977954119963,-3.0814878503783842,-179.08425785390082,-173.88977954119963,-3.0814878503783842,180.91574214609918
5.475525,-0.001166,-0.00239,0.022215,-0.025943,-0.010484,0.998174,-0.053534,-173.88769305219458,-3.033151485881691,-178.95844826041017,-173.88769305219458,-3.033151485881691,181.04155173958983
5.485513,-0.00187,-0.002762,0.022031,-0.025427,-0.013417,0.998123,-0.054078,-173.83355733551943,-2.992754775055566,-178.62096664133247,-173.83355733551943,-2.992754775055566,181.37903335866753
5.487575,-0.002215,-0.002956,0.021952,-0.025096,-0.014868,0.998101,-0.054248,-173.81794817648975,-2.9640754683168913,-178.45323489533558,-173.81794817648975,-2.9640754683168913,181.54676510466442
5.49155,-0.002557,-0.003155,0.021883,-0.024729,-0.01631,0.998082,-0.054356,-173.8093015735427,-2.9311686964823536,-178.28612864255354,-173.8093015735427,-2.9311686964823536,181.71387135744646
5.499515,-0.003423,-0.003586,0.021298,-0.023955,-0.01919,0.998052,-0.054309,-173.82179174871206,-2.8603075216487612,-177.95136125056845,-173.82179174871206,-2.8603075216487612,182.04863874943155
5.505518,-0.003766,-0.003804,0.021242,-0.02345,-0.02059,0.998039,-0.054259,-173.8305708233409,-2.8110509866015962,-177.78777783301643,-173.8305708233409,-2.8110509866015962,182.21222216698357
5.507525,-0.004109,-0.004028,0.021195,-0.022931,-0.021976,0.998028,-0.054138,-173.84727588881626,-2.7599181893783054,-177.62552525673613,-173.84727588881626,-2.7599181893783054,182.37447474326387
5.511521,-0.004454,-0.004259,0.021159,-0.022412,-0.023352,0.998019,-0.053955,-173.8709254176052,-2.708527503433686,-177.46427148776806,-173.8709254176052,-2.708527503433686,182.53572851223194
5.517564,-0.005011,-0.004514,0.020584,-0.02194,-0.024478,0.998016,-0.053696,-173.9025735884674,-2.660722754867357,-177.33175078965212,-173.9025735884674,-2.660722754867357,182.66824921034788
5.51959,-0.005367,-0.004757,0.020544,-0.021455,-0.025839,0.998008,-0.053396,-173.93938940809144,-2.6126716733239834,-177.17215274991554,-173.93938940809144,-2.6126716733239834,182.82784725008446
5.525548,-0.005726,-0.005005,0.020512,-0.020997,-0.027203,0.998001,-0.053038,-173.98280984335523,-2.567460233554258,-177.01225852568004,-173.98280984335523,-2.567460233554258,182.98774147431996
5.527535,-0.006089,-0.005259,0.020487,-0.020568,-0.028585,0.997992,-0.052646,-174.03011265035119,-2.525451385418955,-176.85041517684868,-174.03011265035119,-2.525451385418955,183.14958482315132
5.531542,-0.006454,-0.005519,0.02047,-0.020164,-0.029989,0.997981,-0.052236,-174.07948728254328,-2.4862475239896544,-176.68618888461398,-174.07948728254328,-2.4862475239896544,183.31381111538602
5.537512,-0.00703,-0.00571,0.019969,-0.02005,-0.03136,0.997952,-0.052025,-174.10673955455744,-2.480586806005213,-176.527924487348,-174.10673955455744,-2.480586806005213,183.472075512652
5.543527,-0.007789,-0.006251,0.019931,-0.019393,-0.034296,0.997912,-0.051174,-174.20933820328344,-2.4194684519651406,-176.18567759001013,-174.20933820328344,-2.4194684519651406,183.81432240998987
5.547527,-0.008172,-0.00653,0.019922,-0.019089,-0.035794,0.997888,-0.05074,-174.26162972207024,-2.3916326275217066,-176.01127526522075,-174.26162972207024,-2.3916326275217066,183.98872473477925
5.55756,-0.009144,-0.007059,0.019496,-0.018656,-0.038567,0.997838,-0.049833,-174.3705518335312,-2.3540950179932207,-175.68893006689623,-174.3705518335312,-2.3540950179932207,184.31106993310377
5.559528,-0.009535,-0.00735,0.01949,-0.018398,-0.040128,0.997808,-0.049303,-174.43393113169412,-2.3309886408755025,-175.50737989250695,-174.43393113169412,-2.3309886408755025,184.49262010749305
5.563523,-0.009924,-0.007646,0.01949,-0.018152,-0.041707,0.997775,-0.048737,-174.50142834162378,-2.3089900564162997,-175.32375025763758,-174.50142834162378,-2.3089900564162997,184.67624974236242
5.571546,-0.010692,-0.008248,0.019508,-0.017709,-0.044851,0.997707,-0.0475,-174.64843708451858,-2.2693704805566495,-174.9581847371485,-174.64843708451858,-2.2693704805566495,185.0418152628515
5.577522,-0.011051,-0.008726,0.019515,-0.017935,-0.045721,0.997767,-0.045263,-174.90803245329556,-2.288362436521962,-174.85446924991,-174.90803245329556,-2.288362436521962,185.14553075009
5.579531,-0.011423,-0.009049,0.019538,-0.017769,-0.047244,0.99773,-0.04458,-174.9889791594351,-2.273497429582251,-174.6774656589256,-174.9889791594351,-2.273497429582251,185.3225343410744
5.58752,-0.012154,-0.009702,0.019601,-0.017451,-0.050269,0.99765,-0.043154,-175.15758234533047,-2.2441961379702065,-174.32580717294775,-175.15758234533047,-2.2441961379702065,185.67419282705225
